COMM,RatioCommentToCode,Added_lines,OWN_LINE,CountLineCodeDecl,ADEV,CountClassCoupled,CountLine,CountSemicolon,DDEV,CountOutput_Max,Del_lines,CountLineCodeExe,CountStmtDecl,CountLineCode,CountLineComment,CountStmt,CountOutput_Mean,CountLineBlank,CountStmtExe
2,2.4,76,0.736842105263158,5,2,1,38,4,2,3,0,2,5,10,24,6,3.0,4,1
2,3.55,106,0.452830188679245,6,2,1,53,4,2,2,0,3,5,11,39,6,2.0,3,1
4,5.0,65,0.90625,3,4,0,32,2,3,0,3,0,3,5,25,3,0.0,2,0
2,3.09,198,0.858585858585859,7,2,1,99,7,2,2,0,5,7,22,68,12,1.25,9,5
2,2.18,78,0.58974358974359,6,2,2,39,5,2,3,0,2,6,11,24,7,3.0,4,1
3,0.76,228,0.814159292035398,25,3,1,113,31,3,4,2,28,25,55,42,39,4.0,16,14
2,8.0,112,0.732142857142857,4,2,1,56,3,2,0,0,0,4,6,48,4,0.0,2,0
2,1.76,128,0.671875,9,2,2,64,9,2,3,0,5,9,21,37,13,2.33333333333333,6,4
2,1.23,306,0.738562091503268,19,2,3,153,27,2,8,0,20,20,61,75,39,2.375,17,19
2,5.5,54,0.481481481481481,2,2,0,27,1,2,0,0,0,2,4,22,2,0.0,1,0
2,3.71,70,0.514285714285714,5,2,1,35,4,2,1,0,0,5,7,26,5,1.0,2,0
2,2.06,118,0.745762711864407,6,2,3,59,5,2,2,0,4,6,18,37,9,1.33333333333333,4,3
4,1.22,431,0.746341463414634,23,4,3,205,32,4,4,11,30,28,83,101,49,1.84615384615385,21,21
5,1.1,217,0.864406779661017,19,5,11,118,25,4,6,4,17,19,51,56,33,3.85714285714286,11,14
3,0.48,640,0.946708463949843,28,3,2,319,140,3,9,2,133,30,184,89,156,5.61538461538461,46,126
3,7.2,90,0.5,3,3,0,42,2,3,1,6,0,3,5,36,3,1.0,1,0
3,1.73,135,0.313432835820896,9,3,2,67,10,3,4,1,6,9,22,38,14,2.0,7,5
2,0.76,386,0.49740932642487,24,2,2,193,43,2,6,0,42,26,99,75,63,3.22222222222222,19,37
2,1.5,280,0.9,17,2,0,140,19,2,4,0,17,17,52,78,30,2.125,10,13
4,0.38,640,0.49685534591195,44,4,4,318,72,3,18,4,91,43,214,82,105,5.5,22,62
2,3.12,72,0.361111111111111,6,2,1,36,5,2,0,0,1,6,8,25,6,0.0,3,0
2,3.5,41,0.512820512820513,4,2,0,39,2,1,1,2,0,4,8,28,4,1.0,3,0
4,0.63,457,0.724137931034483,36,4,19,232,59,3,23,8,61,37,119,75,74,3.6,38,37
3,4.0,224,0.366071428571429,18,3,4,112,16,3,1,0,1,17,20,80,17,0.5,12,0
2,5.29,96,0.354166666666667,5,2,1,48,4,2,1,0,0,5,7,37,5,0.666666666666667,4,0
3,0.44,204,0.99009900990099,18,3,1,101,39,3,15,2,38,18,63,28,44,15.0,10,26
3,0.67,276,0.897810218978102,25,3,1,137,48,3,9,2,45,25,72,48,56,8.42857142857143,17,31
2,2.18,78,0.743589743589744,6,2,1,39,5,2,3,0,2,6,11,24,7,3.0,4,1
2,1.6,84,0.571428571428571,8,2,5,42,9,2,5,0,4,8,15,24,11,5.0,3,3
3,1.31,677,0.671597633136095,39,3,7,338,45,3,11,1,47,37,135,177,73,2.46666666666667,26,36
2,1.42,176,0.704545454545455,16,2,5,88,15,2,5,0,6,16,33,47,21,2.4,8,5
2,1.0,134,0.746268656716418,11,2,2,67,13,2,4,0,10,13,30,30,18,1.75,7,5
2,2.17,84,0.547619047619048,7,2,3,42,6,2,3,0,1,7,12,26,8,3.0,4,1
3,0.75,385,0.869791666666667,20,3,9,196,31,3,6,1,35,24,95,71,46,2.0,30,22
2,1.44,94,0.48936170212766,7,2,3,47,7,2,2,0,4,8,16,23,10,1.5,8,2
2,2.33,84,0.595238095238095,11,2,0,42,7,2,1,0,0,8,12,28,8,1.0,3,0
2,2.5,82,0.658536585365854,5,2,0,41,4,2,3,0,2,5,10,25,6,3.0,6,1
2,3.74,204,0.803921568627451,17,2,0,102,16,2,1,0,0,17,19,71,17,0.818181818181818,12,0
2,0.93,85,1.0,13,2,1,84,22,1,5,1,19,13,41,38,29,3.4,6,16
2,1.58,110,0.6,9,2,2,55,10,2,5,0,6,10,19,30,13,2.5,6,3
2,5.44,262,0.847328244274809,16,2,1,131,15,2,1,0,0,16,18,98,16,0.333333333333333,15,0
4,1.62,81,0.394736842105263,6,4,0,38,4,3,1,0,2,6,13,21,7,0.5,4,1
2,1.85,82,0.585365853658537,7,2,2,40,8,2,5,0,5,7,13,24,10,5.0,3,3
2,1.26,234,0.435897435897436,12,2,2,117,17,2,8,0,17,12,47,59,26,3.16666666666667,11,14
2,1.91,144,0.375,12,2,3,72,13,2,4,0,6,12,22,42,16,3.5,8,4
2,0.48,172,0.720930232558139,14,2,5,86,26,2,13,0,25,17,52,25,32,4.4,9,15
3,5.12,350,0.476744186046512,23,3,5,172,22,3,1,6,0,23,25,128,23,0.428571428571429,19,0
3,1.51,543,0.948339483394834,27,3,1,271,34,3,4,1,30,28,98,148,56,1.875,25,28
2,3.38,72,0.361111111111111,3,2,0,36,2,2,3,0,1,3,8,27,4,3.0,1,1
2,2.13,210,0.971428571428571,14,2,1,104,15,2,6,0,8,14,30,64,20,3.33333333333333,10,6
2,4.33,106,0.641509433962264,5,2,1,52,4,2,2,0,2,5,9,39,6,2.0,4,1
3,0.64,365,0.552486187845304,22,3,3,181,39,2,20,3,46,21,97,62,54,7.66666666666667,22,33
1,0.82,159,1.0,29,1,6,159,33,1,8,0,25,29,78,64,47,2.42857142857143,17,18
2,2.25,84,0.619047619047619,5,2,2,42,3,2,1,0,1,5,12,27,6,1.0,3,1
2,2.0,78,0.897435897435897,7,2,2,39,6,2,4,0,2,7,12,24,8,4.0,3,1
2,2.36,82,0.682926829268293,5,2,2,41,5,2,4,0,3,5,11,26,7,4.0,4,2
4,0.92,316,0.653846153846154,17,4,6,156,23,4,7,2,24,23,71,65,38,1.83333333333333,20,15
2,1.07,332,0.981927710843373,18,2,1,166,31,2,9,0,30,18,70,75,44,2.8,21,26
2,1.0,214,0.383177570093458,12,2,1,107,17,2,8,0,20,12,46,46,26,4.33333333333333,15,14
1,1.7,78,1.0,11,1,3,78,11,1,4,0,7,10,27,46,16,3.0,5,6
2,1.87,94,0.659574468085106,6,2,4,47,6,2,4,0,4,6,15,28,9,3.0,4,3
2,0.72,176,0.681818181818182,24,2,5,88,31,2,6,0,28,21,46,33,35,2.66666666666667,9,14
2,1.89,272,0.955882352941177,10,2,4,136,17,2,4,0,16,10,44,83,26,2.57142857142857,9,16
2,1.41,252,0.880952380952381,22,2,7,126,21,2,9,0,12,18,46,65,28,3.6,15,10
2,4.0,64,0.4375,4,2,0,32,3,2,0,0,0,4,6,24,4,0.0,2,0
3,1.42,509,0.889763779527559,35,3,1,253,33,2,4,1,24,35,92,131,53,1.42105263157895,30,18
3,0.91,272,0.349593495934959,25,3,13,123,31,3,7,26,25,25,55,50,39,4.28571428571429,18,14
2,1.89,114,0.473684210526316,7,2,0,57,6,2,2,0,3,7,18,34,10,1.33333333333333,5,3
2,0.93,424,0.797169811320755,23,2,3,211,45,2,5,0,42,32,97,90,62,2.38461538461538,24,30
2,2.43,106,0.735849056603774,5,2,1,52,3,2,4,0,2,5,14,34,7,3.0,4,2
5,0.76,481,1.0,21,5,4,158,30,4,17,165,35,20,82,62,44,9.0,16,24
5,0.77,946,0.671772428884026,74,5,18,457,98,3,19,47,109,69,235,180,130,5.5,42,61
2,0.72,402,0.855721393034826,33,2,6,201,46,2,6,0,47,37,105,76,61,2.15384615384615,20,24
2,2.5,78,0.641025641025641,5,2,0,39,4,2,2,0,2,5,10,25,6,2.0,4,1
3,3.0,75,0.513513513513513,4,3,0,36,3,3,2,1,2,4,8,24,5,2.0,4,1
6,0.51,285,0.517482517482518,32,6,9,143,42,6,23,31,38,32,80,41,53,5.28571428571429,22,21
2,2.17,84,0.547619047619048,7,2,3,42,6,2,3,0,1,7,12,26,8,3.0,4,1
4,2.18,78,0.743589743589744,5,4,1,39,5,4,3,1,3,5,11,24,7,3.0,4,2
2,0.52,250,0.68,20,2,2,125,27,2,4,0,23,20,75,39,40,2.8,11,20
3,1.3,146,0.472222222222222,12,3,2,72,11,3,5,2,7,12,27,35,16,3.0,10,4
4,4.75,97,0.6,7,4,2,49,6,4,1,1,0,7,8,38,7,0.5,3,0
3,1.76,185,0.967391304347826,12,3,1,92,11,3,3,1,6,12,29,51,17,1.33333333333333,12,5
2,0.17,438,0.972602739726027,45,2,5,218,50,2,3,0,41,45,154,26,85,2.09090909090909,38,40
3,1.55,791,0.989664082687339,39,3,4,386,59,3,10,7,58,42,140,217,88,2.86666666666667,30,46
7,0.72,269,0.664804469273743,22,7,6,179,30,5,6,26,30,30,88,63,48,2.375,28,18
2,1.71,88,0.545454545454545,7,2,2,44,8,2,6,0,4,7,14,24,10,6.0,6,3
3,0.81,274,0.792592592592593,18,3,5,135,26,3,14,4,26,19,67,54,40,7.25,14,21
2,2.0,35,1.0,10,2,0,33,6,1,0,1,0,7,10,20,7,0.0,3,0
1,6.43,55,1.0,5,1,0,55,4,1,1,0,0,5,7,45,5,1.0,3,0
2,1.87,48,0.645833333333333,7,2,0,48,6,1,2,0,3,7,15,28,9,1.5,5,2
3,1.3,107,0.673076923076923,12,3,5,52,15,3,7,3,11,12,20,26,17,7.0,6,5
6,1.11,428,0.463917525773196,21,6,2,194,23,6,6,32,23,21,83,92,42,3.23529411764706,19,21
3,1.76,149,0.702702702702703,11,3,5,74,10,3,3,1,5,11,25,44,15,1.66666666666667,5,4
2,2.05,142,0.985915492957746,8,2,0,70,7,2,2,0,4,8,21,43,12,1.25,6,4
2,1.0,348,0.867816091954023,23,2,5,174,33,2,9,0,27,27,76,76,46,2.7,22,19
3,0.82,287,0.86986301369863,18,3,0,145,32,3,6,0,32,18,73,60,46,3.22222222222222,12,28
3,1.08,120,0.813559322033898,9,3,1,59,14,3,4,2,12,9,26,28,18,3.66666666666667,5,9
2,2.3,72,0.5,5,2,1,36,4,2,3,0,2,5,10,23,6,3.0,3,1
2,2.08,86,0.465116279069767,5,2,2,43,4,2,3,0,2,5,13,27,7,2.0,3,2
4,1.06,454,0.696428571428571,26,4,9,224,35,4,6,7,34,25,100,106,54,3.25,18,29
3,1.2,179,0.707865168539326,11,3,3,89,15,3,4,1,12,13,35,42,21,2.0,12,8
2,7.44,164,0.75609756097561,7,2,1,82,6,2,0,0,0,7,9,67,7,0.0,6,0
3,0.85,269,0.661654135338346,27,3,9,133,33,3,10,3,21,27,62,53,42,3.0,18,15
2,2.19,108,0.592592592592593,6,2,2,53,6,2,3,0,5,7,16,35,9,2.5,2,2
4,1.27,167,0.329268292682927,10,4,3,82,12,4,3,3,10,10,33,42,19,2.33333333333333,7,9
6,0.99,544,0.385826771653543,29,6,9,253,44,5,18,22,47,29,116,115,65,4.3,22,36
2,2.44,70,0.685714285714286,5,2,0,35,3,2,1,0,1,5,9,22,5,1.0,4,0
2,0.73,218,0.871559633027523,22,2,1,109,19,2,8,0,24,17,55,40,29,2.75,14,12
2,2.56,70,0.571428571428571,5,2,0,35,3,2,1,0,1,5,9,23,5,1.0,3,0
2,2.62,62,0.483870967741935,5,2,2,31,4,2,3,0,1,5,8,21,6,3.0,2,1
8,0.34,907,0.811904761904762,71,8,16,420,187,4,15,90,199,59,261,90,200,7.6,70,141
5,0.74,2851,0.994134897360704,185,5,2,1364,333,4,8,1,379,202,702,520,496,2.94520547945205,144,294
2,9.67,70,0.971428571428571,3,2,1,34,2,2,0,0,0,3,3,29,3,0.0,2,0
3,0.63,229,0.495575221238938,26,3,8,113,42,2,8,3,32,26,60,38,48,3.8,15,22
3,4.6,64,1.0,3,3,0,30,2,2,0,4,1,3,5,23,3,0.0,2,0
2,1.4,192,0.854166666666667,13,2,3,96,15,2,4,0,11,15,35,49,21,1.6,12,6
1,1.15,61,1.0,10,1,1,61,13,1,5,0,11,10,26,30,18,3.0,6,8
2,2.29,100,0.44,6,2,1,50,5,2,2,0,2,6,14,32,8,2.0,4,2
14,0.33,850,0.653421633554084,84,14,10,453,177,5,6,31,178,85,293,98,210,3.44444444444444,64,125
4,4.06,193,0.410526315789474,15,4,1,95,14,4,1,3,0,15,17,69,15,0.666666666666667,9,0
2,0.97,158,0.746835443037975,12,2,5,78,16,2,8,0,15,11,37,36,23,8.0,5,12
3,0.69,503,0.834677419354839,50,3,8,247,66,3,12,6,50,50,133,92,87,4.28571428571429,22,37
3,1.64,151,0.626666666666667,12,3,1,74,11,3,4,1,4,12,25,41,16,3.0,8,4
3,0.42,344,0.555555555555556,43,3,10,170,55,3,10,1,56,41,107,45,66,3.5,23,25
2,0.82,346,0.942196531791908,23,2,0,173,25,2,6,0,26,23,82,67,43,1.5,24,20
2,2.67,70,0.542857142857143,4,2,2,35,3,2,1,0,1,4,9,24,5,1.0,2,1
16,0.24,2147,0.554083885209713,161,16,10,906,266,6,21,284,325,159,672,158,378,5.77777777777778,76,219
4,5.83,85,0.86046511627907,4,4,1,43,3,4,1,1,0,4,6,35,4,1.0,2,0
4,0.63,251,0.818181818181818,11,4,3,121,40,4,9,4,39,16,63,40,47,3.8,18,31
2,1.56,194,0.422680412371134,11,2,4,96,11,2,3,0,16,12,34,53,16,2.0,9,4
3,0.49,208,0.621359223300971,18,3,3,103,39,3,6,2,34,21,61,30,45,3.5,12,24
2,0.74,163,1.0,32,2,11,149,40,1,12,14,29,32,77,57,51,5.66666666666667,15,19
2,1.35,236,0.830508474576271,16,2,5,118,16,2,8,0,11,16,46,62,26,2.66666666666667,10,10
3,2.38,95,0.659574468085106,5,3,2,47,4,2,2,1,2,5,13,31,7,1.5,3,2
2,2.35,168,0.761904761904762,9,2,2,84,8,2,3,0,4,9,23,54,13,2.25,7,4
2,2.4,74,0.594594594594595,6,2,0,37,3,2,1,0,1,5,10,24,5,1.0,3,0
3,0.91,143,0.909090909090909,27,3,10,120,29,2,8,22,17,27,57,52,37,3.33333333333333,11,10
2,2.5,82,0.658536585365854,5,2,0,41,4,2,3,0,2,5,10,25,6,3.0,6,1
3,0.97,1380,0.969476744186046,72,3,5,687,104,3,8,4,126,71,301,293,156,3.72727272727273,93,85
1,2.15,46,1.0,5,1,0,46,4,1,1,0,2,5,13,28,7,1.0,5,2
5,3.19,296,0.96875,13,5,4,96,11,4,1,104,4,11,21,67,13,1.0,8,2
3,0.59,144,0.71830985915493,17,3,2,71,26,3,5,2,23,16,39,23,29,4.0,9,13
2,2.0,88,0.659090909090909,5,2,2,44,4,2,2,0,2,5,13,26,7,1.5,5,2
2,1.87,96,0.604166666666667,7,2,0,48,6,2,1,0,4,7,15,28,9,1.0,5,2
2,2.8,80,0.6,5,2,1,40,4,2,2,0,1,5,10,28,6,2.0,2,1
5,0.94,355,0.649122807017544,20,5,4,171,26,4,5,2,33,20,79,74,41,2.55555555555556,18,21
2,3.1,90,0.622222222222222,5,2,0,45,4,2,2,0,3,5,10,31,6,2.0,4,1
3,2.23,95,0.340425531914894,6,3,1,46,6,3,1,1,4,7,13,29,8,1.0,4,1
4,0.51,594,0.8,42,4,1,294,84,3,13,4,91,44,178,90,111,5.11111111111111,26,67
2,7.8,94,0.51063829787234,4,2,1,46,3,2,1,0,0,4,5,39,4,1.0,2,0
2,1.19,150,0.826666666666667,13,2,6,74,15,2,5,0,10,13,31,37,20,2.0,6,7
2,0.69,2352,0.98469387755102,164,2,7,1175,267,2,9,0,282,176,640,441,391,2.80952380952381,104,215
3,0.98,273,0.955882352941177,19,3,2,136,23,2,4,1,21,22,60,59,34,2.0,17,12
3,0.57,279,0.892086330935252,13,3,2,139,58,3,7,1,56,13,79,45,65,4.33333333333333,15,52
3,0.29,297,0.428571428571429,22,3,14,147,64,3,23,3,72,21,102,30,71,8.4,15,50
2,2.5,76,0.526315789473684,5,2,0,38,4,2,2,0,2,5,10,25,6,2.0,3,1
3,0.33,994,0.789473684210526,37,3,4,496,210,3,10,6,228,38,338,111,243,3.75,47,205
2,1.76,106,0.245283018867925,7,2,5,52,6,2,4,0,3,7,17,30,10,2.0,5,3
1,2.0,25,1.0,3,1,0,25,2,1,1,0,1,3,8,16,4,1.0,1,1
1,2.67,37,0.351351351351351,4,1,1,36,4,1,4,0,2,4,9,24,6,4.0,3,2
2,0.72,136,0.676470588235294,12,2,5,68,20,2,13,0,16,13,36,26,24,6.33333333333333,6,11
3,1.82,437,0.397435897435897,27,3,6,233,31,3,8,3,22,27,74,135,44,1.5625,24,17
2,1.14,134,0.716417910447761,10,2,3,67,17,2,8,0,13,10,29,33,21,3.33333333333333,5,11
3,0.62,497,0.584677419354839,37,3,0,248,64,3,7,1,64,39,142,88,89,2.84615384615385,18,50
2,1.71,86,0.627906976744186,7,2,0,43,8,2,5,0,4,7,14,24,10,5.0,5,3
4,0.67,332,0.66887417218543,26,4,4,151,38,4,13,30,32,28,81,54,50,5.2,16,22
3,0.63,429,0.97196261682243,46,3,5,214,58,3,15,1,53,46,115,73,77,6.0,27,31
2,3.78,92,0.5,7,2,2,46,6,2,1,0,0,7,9,34,7,1.0,3,0
2,2.88,66,0.575757575757576,4,2,0,33,2,2,1,0,1,4,8,23,4,1.0,2,0
3,1.22,183,0.725274725274725,12,3,4,91,12,3,4,1,14,11,37,45,23,2.5,9,12
1,8.83,61,1.0,4,1,0,61,3,1,1,0,0,4,6,53,4,1.0,2,0
2,2.29,100,0.94,5,2,0,50,2,2,1,0,1,5,14,32,6,0.333333333333333,4,1
4,6.0,143,0.72463768115942,8,4,2,68,7,4,1,6,0,8,9,54,8,1.0,5,0
2,1.52,184,0.5,12,2,3,91,13,2,3,0,11,12,33,50,20,2.0,8,8
2,1.48,142,0.492957746478873,11,2,0,71,10,2,1,0,5,11,25,37,15,1.0,9,4
6,1.04,529,0.982758620689655,23,6,4,174,31,4,8,181,30,23,77,80,44,5.0,17,21
4,1.21,279,0.81294964028777,21,4,4,139,22,3,6,140,16,20,56,68,32,2.0,15,12
2,2.14,96,0.520833333333333,6,2,0,48,5,2,2,0,3,6,14,30,8,2.0,4,2
6,2.34,426,0.924528301886792,22,6,8,212,25,5,4,15,18,21,59,138,35,2.66666666666667,15,14
2,2.07,98,0.428571428571429,7,2,4,49,6,2,4,0,2,7,15,31,9,3.0,3,2
4,1.77,358,0.670520231213873,21,4,2,173,25,4,4,17,19,23,57,101,34,2.0,15,11
4,0.24,409,0.637254901960784,15,4,9,204,117,4,18,2,111,15,129,31,121,6.66666666666667,44,106
2,1.06,144,0.569444444444444,11,2,4,72,13,2,2,0,8,10,31,33,18,1.25,8,8
2,0.96,220,0.772727272727273,23,2,5,110,21,2,8,0,15,22,50,48,29,3.8,12,7
2,1.88,106,0.716981132075472,6,2,3,53,5,2,2,0,3,6,17,32,9,1.33333333333333,4,3
2,0.8,118,0.576271186440678,12,2,4,59,15,2,5,0,12,13,30,24,19,4.0,5,6
3,1.42,131,0.753846153846154,10,3,1,65,9,3,3,1,6,10,24,34,14,2.33333333333333,7,4
5,1.12,397,0.764705882352941,29,5,4,204,33,4,5,7,23,28,85,95,50,2.0,24,22
7,0.68,420,0.625,39,7,11,192,46,5,13,27,44,37,102,69,61,8.0,21,24
3,1.08,761,0.387862796833773,49,3,11,379,57,2,8,3,59,49,169,183,88,2.05263157894737,28,39
3,5.53,294,0.985815602836879,18,3,2,140,17,3,1,12,0,18,19,105,18,0.533333333333333,16,0
3,1.34,229,0.570175438596491,14,3,2,114,17,3,4,1,14,14,44,59,26,2.5,11,12
3,0.84,173,0.511627906976744,14,3,2,86,20,3,4,1,16,16,43,36,29,3.0,7,13
2,0.61,185,0.851648351648352,39,2,7,182,40,1,8,3,32,35,105,64,57,3.55555555555556,13,22
3,0.91,143,0.676056338028169,13,3,5,71,20,3,7,1,17,13,32,29,24,5.0,10,11
2,1.04,51,1.0,14,2,8,50,17,2,7,1,10,14,23,24,19,7.0,3,5
2,2.5,76,0.763157894736842,5,2,0,38,4,2,2,0,2,5,10,25,6,2.0,3,1
13,0.81,581,0.286231884057971,43,13,22,276,62,6,31,25,64,40,139,113,83,6.44444444444444,24,43
2,3.0,72,0.75,4,2,0,36,2,2,1,0,1,4,8,24,4,1.0,4,0
4,1.17,668,0.514285714285714,23,4,3,314,40,3,5,37,55,39,134,157,64,1.95238095238095,24,25
3,1.85,85,0.642857142857143,7,3,1,42,7,3,3,1,5,7,13,24,9,3.0,5,2
2,1.18,772,0.797927461139896,44,2,2,386,62,2,9,0,56,51,158,186,94,2.52,42,43
3,0.78,245,0.901639344262295,25,3,5,122,29,3,9,1,20,27,58,45,38,2.28571428571429,19,11
5,2.0,134,0.596153846153846,8,5,3,52,7,3,2,30,3,8,16,32,10,1.5,4,2
2,2.09,74,0.594594594594595,5,2,2,37,5,2,4,0,3,5,11,23,7,4.0,3,2
2,1.16,94,0.808510638297872,7,2,1,47,8,2,2,0,6,9,19,22,11,1.5,6,2
1,1.59,187,0.871657754010695,23,1,6,186,22,1,4,0,19,20,66,105,36,3.0,15,16
3,3.11,133,0.390243902439024,5,3,1,40,4,3,2,33,1,5,9,28,6,2.0,3,1
2,1.68,184,0.652173913043478,12,2,0,92,10,2,2,0,6,12,31,52,17,1.66666666666667,9,5
2,4.78,114,0.736842105263158,7,2,0,57,6,2,1,0,0,7,9,43,7,1.0,5,0
2,3.43,66,0.575757575757576,3,2,0,32,2,2,2,0,1,3,7,24,4,2.0,1,1
2,1.42,106,0.415094339622642,10,2,2,53,9,2,4,0,3,9,19,27,12,2.66666666666667,7,3
3,2.38,95,0.659574468085106,5,3,2,47,4,2,2,1,2,5,13,31,7,1.5,3,2
4,1.3,194,0.674698795180723,11,4,3,83,12,3,9,45,9,11,33,43,18,3.66666666666667,8,7
3,0.93,198,0.783505154639175,15,3,7,97,26,3,6,4,21,15,46,43,32,3.4,8,17
6,1.03,326,0.610062893081761,18,6,5,159,25,4,9,5,27,18,72,74,38,3.25,13,20
2,5.6,70,0.6,3,2,0,35,2,2,1,0,0,3,5,28,3,1.0,2,0
1,1.55,55,1.0,12,1,8,55,8,1,6,0,2,10,20,31,11,3.5,4,1
2,1.61,162,0.567901234567901,13,2,3,81,11,2,3,0,9,12,28,45,16,2.75,8,4
2,1.88,152,0.763157894736842,9,2,4,75,10,2,3,0,6,9,24,45,15,2.66666666666667,6,6
2,1.7,470,0.323404255319149,16,2,3,234,32,2,9,0,37,16,82,139,47,2.88888888888889,13,31
2,0.79,114,0.578947368421053,12,2,4,57,18,2,8,0,11,13,28,22,21,5.0,7,8
7,0.8,227,0.6,16,7,7,110,20,4,3,4,16,20,55,44,30,1.75,11,10
5,0.95,287,0.782608695652174,25,5,6,138,29,5,17,11,26,25,63,60,40,9.0,16,15
2,4.67,37,0.861111111111111,4,2,1,36,3,2,0,1,0,4,6,28,4,0.0,2,0
2,2.67,74,0.675675675675676,5,2,0,37,3,2,1,0,1,5,9,24,5,1.0,4,0
2,2.45,80,0.325,5,2,1,40,5,2,4,0,2,5,11,27,7,4.0,2,2
3,5.18,168,0.594594594594595,9,3,3,74,8,3,1,20,0,9,11,57,9,0.6,6,0
4,0.51,347,0.457317073170732,40,4,7,164,68,4,11,19,59,40,95,48,76,6.4,21,36
2,1.5,98,0.673469387755102,6,2,0,49,8,2,2,0,5,7,18,27,12,1.5,4,5
2,2.3,72,0.583333333333333,5,2,1,36,4,2,3,0,2,5,10,23,6,3.0,3,1
3,1.48,175,0.804597701149425,12,3,1,87,10,3,2,1,8,12,31,46,17,1.2,10,5
4,1.11,139,0.289855072463768,11,4,3,68,18,4,7,3,15,14,28,31,21,4.0,9,7
2,1.55,124,0.435483870967742,9,2,0,61,9,2,3,0,7,9,20,31,13,2.0,10,4
3,1.88,110,0.830188679245283,6,3,3,53,5,3,2,2,3,6,17,32,9,1.33333333333333,4,3
2,1.76,102,0.941176470588235,9,2,2,51,8,2,2,0,2,9,17,30,11,2.0,4,2
5,0.39,1560,0.7599486521181,131,5,19,779,223,3,23,10,226,133,505,196,307,3.3,78,174
3,1.08,526,0.564885496183206,31,3,3,261,38,3,7,2,36,31,111,120,62,2.4375,30,31
1,2.0,66,0.712121212121212,9,1,4,66,8,1,2,0,4,9,20,40,12,1.33333333333333,6,3
2,2.88,66,0.575757575757576,4,2,0,33,2,2,1,0,1,4,8,23,4,1.0,2,0
1,3.71,35,0.371428571428571,3,1,0,34,2,1,2,0,1,3,7,26,4,2.0,1,1
8,1.71,484,0.482905982905983,19,8,2,233,26,5,6,24,31,23,79,135,42,1.90909090909091,19,19
2,2.78,76,0.526315789473684,4,2,0,38,3,2,1,0,2,4,9,25,5,1.0,4,1
2,2.88,66,0.575757575757576,4,2,0,33,2,2,1,0,1,4,8,23,4,1.0,2,0
2,7.2,88,0.568181818181818,4,2,2,43,3,2,1,0,0,4,5,36,4,1.0,2,0
3,7.17,105,0.923076923076923,4,3,0,52,3,3,1,1,0,4,6,43,4,0.5,3,0
2,1.59,164,0.536585365853659,13,2,3,82,12,2,4,0,11,12,29,46,17,3.0,7,5
2,2.56,70,0.571428571428571,5,2,0,35,3,2,1,0,1,5,9,23,5,1.0,3,0
2,3.25,76,0.5,6,2,1,38,5,2,0,0,1,6,8,26,6,0.0,4,0
4,0.91,263,0.65546218487395,22,4,5,119,26,3,10,25,18,21,57,52,34,4.8,10,13
13,0.79,358,0.441717791411043,24,13,6,163,32,7,17,32,33,24,82,65,46,7.0,16,22
3,1.47,85,0.5,8,3,4,42,9,3,9,1,4,8,15,22,11,9.0,5,3
1,5.25,27,0.666666666666667,2,1,0,27,1,1,0,0,0,2,4,21,2,0.0,2,0
4,0.96,482,0.654320987654321,26,4,4,243,38,3,10,11,46,26,110,106,58,2.6,27,32
2,1.2,148,0.72972972972973,13,2,3,74,12,2,5,0,6,13,30,36,18,3.0,8,5
2,8.4,100,0.72,3,2,1,50,2,2,1,0,0,3,5,42,3,1.0,3,0
2,2.33,176,0.806818181818182,10,2,3,87,10,2,4,0,5,10,24,56,15,1.8,7,5
1,2.15,48,0.708333333333333,6,1,1,47,5,1,1,0,3,6,13,28,8,1.0,6,2
3,1.67,89,0.581395348837209,7,3,3,43,9,3,5,3,7,7,15,25,11,5.0,3,4
2,1.5,87,1.0,12,2,2,81,10,1,2,6,7,10,30,45,16,1.75,6,6
3,1.89,122,0.666666666666667,8,3,1,60,7,3,2,2,4,8,19,36,11,1.66666666666667,5,3
2,1.4,186,0.795698924731183,11,2,1,93,11,2,3,0,9,11,35,49,19,2.0,9,8
2,2.03,382,0.68586387434555,14,2,2,191,20,2,5,0,20,14,59,120,30,2.6,13,16
2,1.83,76,0.631578947368421,6,2,1,38,6,2,3,0,3,6,12,22,8,3.0,4,2
2,1.17,222,0.783783783783784,14,2,5,111,21,2,5,0,18,15,46,54,29,3.5,11,14
3,1.55,98,0.660714285714286,11,3,4,56,10,3,6,0,5,11,20,31,14,4.5,5,3
2,5.0,76,0.473684210526316,4,2,1,38,3,2,1,0,0,4,6,30,4,1.0,2,0
23,0.85,3162,0.414473684210526,142,23,30,1520,250,6,28,263,331,147,750,635,387,3.94285714285714,135,240
4,0.27,337,0.801242236024845,30,4,3,161,52,4,10,6,49,31,113,31,71,3.5,20,40
2,2.67,74,0.648648648648649,5,2,0,37,3,2,1,0,1,5,9,24,5,1.0,4,0
2,2.27,80,0.65,6,2,1,40,5,2,3,0,2,6,11,25,7,3.0,4,1
4,1.21,142,1.0,11,4,1,70,11,3,5,72,9,11,29,35,17,2.66666666666667,6,6
2,5.6,72,0.361111111111111,4,2,0,35,3,2,1,0,0,4,5,28,4,1.0,2,0
3,2.78,80,0.710526315789474,5,3,0,38,3,3,1,4,1,5,9,25,5,1.0,4,0
