dataset,balancing_method,scaler_type,model,model_label,F1_Score,Precision,Recall,Exactitud,Error,ROC_AUC,PR_AUC,training_time_seconds,TP,TN,FP,FN,P,N,Total,TP_Rate,FP_Rate,Sensibilidad,Especificidad,Accuracy_sklearn,classification_report,confusion_matrix,best_hyperparameters,timestamp
derby-10.5.1.1,unbalanced,standard,decision_tree,Árbol de Decisión,0.40789473684210525,0.41333333333333333,0.4025974025974026,0.833641404805915,0.16635859519408502,0.6629114420062696,0.4519996566296327,0.025901,31,420,44,46,77,464,541,0.4025974025974026,0.09482758620689655,0.4025974025974026,0.9051724137931034,0.833641404805915,"{""No-Buggy"": {""precision"": 0.9012875536480687, ""recall"": 0.9051724137931034, ""f1-score"": 0.9032258064516129, ""support"": 464.0}, ""Buggy"": {""precision"": 0.41333333333333333, ""recall"": 0.4025974025974026, ""f1-score"": 0.40789473684210525, ""support"": 77.0}, ""accuracy"": 0.833641404805915, ""macro avg"": {""precision"": 0.657310443490701, ""recall"": 0.653884908195253, ""f1-score"": 0.655560271646859, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.8318375075034575, ""recall"": 0.833641404805915, ""f1-score"": 0.8327258205737347, ""support"": 541.0}}","[[420, 44], [46, 31]]","{""criterion"": ""entropy"", ""max_depth"": 20, ""min_samples_leaf"": 2, ""min_samples_split"": 2}",2025-11-28T13:30:04.106769
derby-10.5.1.1,unbalanced,robust,svm,SVM,0.07142857142857142,0.42857142857142855,0.03896103896103896,0.8558225508317929,0.14417744916820702,0.42333743842364524,0.14319028249426732,0.034583,3,460,4,74,77,464,541,0.03896103896103896,0.008620689655172414,0.03896103896103896,0.9913793103448276,0.8558225508317929,"{""No-Buggy"": {""precision"": 0.8614232209737828, ""recall"": 0.9913793103448276, ""f1-score"": 0.9218436873747495, ""support"": 464.0}, ""Buggy"": {""precision"": 0.42857142857142855, ""recall"": 0.03896103896103896, ""f1-score"": 0.07142857142857142, ""support"": 77.0}, ""accuracy"": 0.8558225508317929, ""macro avg"": {""precision"": 0.6449973247726056, ""recall"": 0.5151701746529332, ""f1-score"": 0.49663612940166046, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.7998158494118951, ""recall"": 0.8558225508317929, ""f1-score"": 0.8008049370459959, ""support"": 541.0}}","[[460, 4], [74, 3]]","{""C"": 10, ""gamma"": 0.001, ""kernel"": ""linear""}",2025-11-28T13:30:04.421953
derby-10.5.1.1,unbalanced,robust,naive_bayes_gaussian,Naive Bayes Gaussiano,0.06896551724137931,0.3,0.03896103896103896,0.8502772643253235,0.14972273567467653,0.7672973578145993,0.3138941411773921,0.001019,3,457,7,74,77,464,541,0.03896103896103896,0.015086206896551725,0.03896103896103896,0.9849137931034483,0.8502772643253235,"{""No-Buggy"": {""precision"": 0.8606403013182674, ""recall"": 0.9849137931034483, ""f1-score"": 0.9185929648241206, ""support"": 464.0}, ""Buggy"": {""precision"": 0.3, ""recall"": 0.03896103896103896, ""f1-score"": 0.06896551724137931, ""support"": 77.0}, ""accuracy"": 0.8502772643253235, ""macro avg"": {""precision"": 0.5803201506591337, ""recall"": 0.5119374160322436, ""f1-score"": 0.49377924103274995, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.780844916472599, ""recall"": 0.8502772643253235, ""f1-score"": 0.7976663225618821, ""support"": 541.0}}","[[457, 7], [74, 3]]","{""var_smoothing"": 1e-09}",2025-11-28T13:30:04.694015
derby-10.5.1.1,unbalanced,robust,decision_tree,Árbol de Decisión,0.40789473684210525,0.41333333333333333,0.4025974025974026,0.833641404805915,0.16635859519408502,0.6629114420062696,0.4519996566296327,0.0258,31,420,44,46,77,464,541,0.4025974025974026,0.09482758620689655,0.4025974025974026,0.9051724137931034,0.833641404805915,"{""No-Buggy"": {""precision"": 0.9012875536480687, ""recall"": 0.9051724137931034, ""f1-score"": 0.9032258064516129, ""support"": 464.0}, ""Buggy"": {""precision"": 0.41333333333333333, ""recall"": 0.4025974025974026, ""f1-score"": 0.40789473684210525, ""support"": 77.0}, ""accuracy"": 0.833641404805915, ""macro avg"": {""precision"": 0.657310443490701, ""recall"": 0.653884908195253, ""f1-score"": 0.655560271646859, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.8318375075034575, ""recall"": 0.833641404805915, ""f1-score"": 0.8327258205737347, ""support"": 541.0}}","[[420, 44], [46, 31]]","{""criterion"": ""entropy"", ""max_depth"": 20, ""min_samples_leaf"": 2, ""min_samples_split"": 2}",2025-11-28T13:30:04.995598
derby-10.5.1.1,csbboost,standard,svm,SVM,0.3132530120481928,0.29213483146067415,0.33766233766233766,0.789279112754159,0.21072088724584104,0.7328145991939096,0.2653300147170908,0.082322,26,401,63,51,77,464,541,0.33766233766233766,0.13577586206896552,0.33766233766233766,0.8642241379310345,0.789279112754159,"{""No-Buggy"": {""precision"": 0.8871681415929203, ""recall"": 0.8642241379310345, ""f1-score"": 0.8755458515283843, ""support"": 464.0}, ""Buggy"": {""precision"": 0.29213483146067415, ""recall"": 0.33766233766233766, ""f1-score"": 0.3132530120481928, ""support"": 77.0}, ""accuracy"": 0.789279112754159, ""macro avg"": {""precision"": 0.5896514865267972, ""recall"": 0.6009432377966861, ""f1-score"": 0.5943994317882886, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.8024776334964638, ""recall"": 0.789279112754159, ""f1-score"": 0.7955152625450669, ""support"": 541.0}}","[[401, 63], [51, 26]]","{""C"": 1000, ""gamma"": 0.1, ""kernel"": ""rbf""}",2025-11-28T13:30:05.397716
derby-10.5.1.1,csbboost,standard,naive_bayes_gaussian,Naive Bayes Gaussiano,0.4533333333333333,0.4657534246575342,0.44155844155844154,0.8484288354898336,0.15157116451016636,0.7829573443797583,0.49596406544839206,0.001023,34,425,39,43,77,464,541,0.44155844155844154,0.08405172413793104,0.44155844155844154,0.915948275862069,0.8484288354898336,"{""No-Buggy"": {""precision"": 0.9081196581196581, ""recall"": 0.915948275862069, ""f1-score"": 0.9120171673819742, ""support"": 464.0}, ""Buggy"": {""precision"": 0.4657534246575342, ""recall"": 0.44155844155844154, ""f1-score"": 0.4533333333333333, ""support"": 77.0}, ""accuracy"": 0.8484288354898336, ""macro avg"": {""precision"": 0.6869365413885962, ""recall"": 0.6787533587102552, ""f1-score"": 0.6826752503576538, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.84515810548272, ""recall"": 0.8484288354898336, ""f1-score"": 0.8467331466393765, ""support"": 541.0}}","[[425, 39], [43, 34]]","{""var_smoothing"": 1e-09}",2025-11-28T13:30:05.732742
derby-10.5.1.1,csbboost,standard,decision_tree,Árbol de Decisión,0.4200913242009132,0.323943661971831,0.5974025974025974,0.7652495378927912,0.23475046210720887,0.6624496193461711,0.3928134319012741,0.039175,46,368,96,31,77,464,541,0.5974025974025974,0.20689655172413793,0.5974025974025974,0.7931034482758621,0.7652495378927912,"{""No-Buggy"": {""precision"": 0.9223057644110275, ""recall"": 0.7931034482758621, ""f1-score"": 0.8528389339513326, ""support"": 464.0}, ""Buggy"": {""precision"": 0.323943661971831, ""recall"": 0.5974025974025974, ""f1-score"": 0.4200913242009132, ""support"": 77.0}, ""accuracy"": 0.7652495378927912, ""macro avg"": {""precision"": 0.6231247131914293, ""recall"": 0.6952530228392297, ""f1-score"": 0.636465129076123, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.8371414725666317, ""recall"": 0.7652495378927912, ""f1-score"": 0.7912463906042304, ""support"": 541.0}}","[[368, 96], [31, 46]]","{""criterion"": ""gini"", ""max_depth"": 10, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",2025-11-28T13:30:06.048873
derby-10.5.1.1,csbboost,robust,svm,SVM,0.37722419928825623,0.25980392156862747,0.6883116883116883,0.6765249537892791,0.3234750462107209,0.7342140618002687,0.24887245430733698,0.092789,53,313,151,24,77,464,541,0.6883116883116883,0.3254310344827586,0.6883116883116883,0.6745689655172413,0.6765249537892791,"{""No-Buggy"": {""precision"": 0.9287833827893175, ""recall"": 0.6745689655172413, ""f1-score"": 0.7815230961298377, ""support"": 464.0}, ""Buggy"": {""precision"": 0.25980392156862747, ""recall"": 0.6883116883116883, ""f1-score"": 0.37722419928825623, ""support"": 77.0}, ""accuracy"": 0.6765249537892791, ""macro avg"": {""precision"": 0.5942936521789725, ""recall"": 0.6814403269144649, ""f1-score"": 0.579373647709047, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.8335681914510678, ""recall"": 0.6765249537892791, ""f1-score"": 0.723979630220777, ""support"": 541.0}}","[[313, 151], [24, 53]]","{""C"": 100, ""gamma"": 0.1, ""kernel"": ""rbf""}",2025-11-28T13:30:06.477508
derby-10.5.1.1,csbboost,robust,naive_bayes_gaussian,Naive Bayes Gaussiano,0.047619047619047616,0.2857142857142857,0.025974025974025976,0.8521256931608133,0.1478743068391867,0.7756101656963726,0.33942642597047973,0.001018,2,459,5,75,77,464,541,0.025974025974025976,0.010775862068965518,0.025974025974025976,0.9892241379310345,0.8521256931608133,"{""No-Buggy"": {""precision"": 0.8595505617977528, ""recall"": 0.9892241379310345, ""f1-score"": 0.9198396793587175, ""support"": 464.0}, ""Buggy"": {""precision"": 0.2857142857142857, ""recall"": 0.025974025974025976, ""f1-score"": 0.047619047619047616, ""support"": 77.0}, ""accuracy"": 0.8521256931608133, ""macro avg"": {""precision"": 0.5726324237560192, ""recall"": 0.5075990819525302, ""f1-score"": 0.4837293634888825, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.7778770067914184, ""recall"": 0.8521256931608133, ""f1-score"": 0.7956973713292266, ""support"": 541.0}}","[[459, 5], [75, 2]]","{""var_smoothing"": 1e-09}",2025-11-28T13:30:06.747378
derby-10.5.1.1,csbboost,robust,decision_tree,Árbol de Decisión,0.4200913242009132,0.323943661971831,0.5974025974025974,0.7652495378927912,0.23475046210720887,0.6624496193461711,0.3928134319012741,0.037969,46,368,96,31,77,464,541,0.5974025974025974,0.20689655172413793,0.5974025974025974,0.7931034482758621,0.7652495378927912,"{""No-Buggy"": {""precision"": 0.9223057644110275, ""recall"": 0.7931034482758621, ""f1-score"": 0.8528389339513326, ""support"": 464.0}, ""Buggy"": {""precision"": 0.323943661971831, ""recall"": 0.5974025974025974, ""f1-score"": 0.4200913242009132, ""support"": 77.0}, ""accuracy"": 0.7652495378927912, ""macro avg"": {""precision"": 0.6231247131914293, ""recall"": 0.6952530228392297, ""f1-score"": 0.636465129076123, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.8371414725666317, ""recall"": 0.7652495378927912, ""f1-score"": 0.7912463906042304, ""support"": 541.0}}","[[368, 96], [31, 46]]","{""criterion"": ""gini"", ""max_depth"": 10, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",2025-11-28T13:30:07.059803
derby-10.5.1.1,hcbou,standard,svm,SVM,0.36923076923076925,0.23003194888178913,0.935064935064935,0.5452865064695009,0.45471349353049906,0.7574731303179579,0.2664552362948311,0.082249,72,223,241,5,77,464,541,0.935064935064935,0.5193965517241379,0.935064935064935,0.48060344827586204,0.5452865064695009,"{""No-Buggy"": {""precision"": 0.9780701754385965, ""recall"": 0.48060344827586204, ""f1-score"": 0.6445086705202312, ""support"": 464.0}, ""Buggy"": {""precision"": 0.23003194888178913, ""recall"": 0.935064935064935, ""f1-score"": 0.36923076923076925, ""support"": 77.0}, ""accuracy"": 0.5452865064695009, ""macro avg"": {""precision"": 0.6040510621601929, ""recall"": 0.7078341916703985, ""f1-score"": 0.5068697198755002, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.871602627481343, ""recall"": 0.5452865064695009, ""f1-score"": 0.6053286365104557, ""support"": 541.0}}","[[223, 241], [5, 72]]","{""C"": 1, ""gamma"": 1, ""kernel"": ""rbf""}",2025-11-28T13:30:07.494391
derby-10.5.1.1,hcbou,standard,naive_bayes_gaussian,Naive Bayes Gaussiano,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.844731977818854,0.15526802218114602,0.7688647559337214,0.4853980757665449,0.001044,35,422,42,42,77,464,541,0.45454545454545453,0.09051724137931035,0.45454545454545453,0.9094827586206896,0.844731977818854,"{""No-Buggy"": {""precision"": 0.9094827586206896, ""recall"": 0.9094827586206896, ""f1-score"": 0.9094827586206896, ""support"": 464.0}, ""Buggy"": {""precision"": 0.45454545454545453, ""recall"": 0.45454545454545453, ""f1-score"": 0.45454545454545453, ""support"": 77.0}, ""accuracy"": 0.844731977818854, ""macro avg"": {""precision"": 0.682014106583072, ""recall"": 0.682014106583072, ""f1-score"": 0.682014106583072, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.844731977818854, ""recall"": 0.844731977818854, ""f1-score"": 0.844731977818854, ""support"": 541.0}}","[[422, 42], [42, 35]]","{""var_smoothing"": 1e-09}",2025-11-28T13:30:07.765174
derby-10.5.1.1,hcbou,standard,decision_tree,Árbol de Decisión,0.4244604316546763,0.2935323383084577,0.7662337662337663,0.7042513863216266,0.2957486136783734,0.7430586654724588,0.34924829449940364,0.016433,59,322,142,18,77,464,541,0.7662337662337663,0.30603448275862066,0.7662337662337663,0.6939655172413793,0.7042513863216266,"{""No-Buggy"": {""precision"": 0.9470588235294117, ""recall"": 0.6939655172413793, ""f1-score"": 0.8009950248756219, ""support"": 464.0}, ""Buggy"": {""precision"": 0.2935323383084577, ""recall"": 0.7662337662337663, ""f1-score"": 0.4244604316546763, ""support"": 77.0}, ""accuracy"": 0.7042513863216266, ""macro avg"": {""precision"": 0.6202955809189348, ""recall"": 0.7300996417375728, ""f1-score"": 0.6127277282651491, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.8540430391264294, ""recall"": 0.7042513863216266, ""f1-score"": 0.7474032251011066, ""support"": 541.0}}","[[322, 142], [18, 59]]","{""criterion"": ""gini"", ""max_depth"": 5, ""min_samples_leaf"": 1, ""min_samples_split"": 10}",2025-11-28T13:30:08.057490
derby-10.5.1.1,hcbou,robust,svm,SVM,0.3184713375796178,0.19035532994923857,0.974025974025974,0.4066543438077634,0.5933456561922366,0.7247676892073444,0.22067315727744172,0.088617,75,145,319,2,77,464,541,0.974025974025974,0.6875,0.974025974025974,0.3125,0.4066543438077634,"{""No-Buggy"": {""precision"": 0.9863945578231292, ""recall"": 0.3125, ""f1-score"": 0.4746317512274959, ""support"": 464.0}, ""Buggy"": {""precision"": 0.19035532994923857, ""recall"": 0.974025974025974, ""f1-score"": 0.3184713375796178, ""support"": 77.0}, ""accuracy"": 0.4066543438077634, ""macro avg"": {""precision"": 0.5883749438861839, ""recall"": 0.643262987012987, ""f1-score"": 0.3965515444035569, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.8730950743734258, ""recall"": 0.4066543438077634, ""f1-score"": 0.45240559253824153, ""support"": 541.0}}","[[145, 319], [2, 75]]","{""C"": 10, ""gamma"": 1, ""kernel"": ""rbf""}",2025-11-28T13:30:08.498148
derby-10.5.1.1,hcbou,robust,naive_bayes_gaussian,Naive Bayes Gaussiano,0.07142857142857142,0.42857142857142855,0.03896103896103896,0.8558225508317929,0.14417744916820702,0.7956224809673085,0.37504116828166995,0.001042,3,460,4,74,77,464,541,0.03896103896103896,0.008620689655172414,0.03896103896103896,0.9913793103448276,0.8558225508317929,"{""No-Buggy"": {""precision"": 0.8614232209737828, ""recall"": 0.9913793103448276, ""f1-score"": 0.9218436873747495, ""support"": 464.0}, ""Buggy"": {""precision"": 0.42857142857142855, ""recall"": 0.03896103896103896, ""f1-score"": 0.07142857142857142, ""support"": 77.0}, ""accuracy"": 0.8558225508317929, ""macro avg"": {""precision"": 0.6449973247726056, ""recall"": 0.5151701746529332, ""f1-score"": 0.49663612940166046, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.7998158494118951, ""recall"": 0.8558225508317929, ""f1-score"": 0.8008049370459959, ""support"": 541.0}}","[[460, 4], [74, 3]]","{""var_smoothing"": 1e-09}",2025-11-28T13:30:08.769886
derby-10.5.1.1,hcbou,robust,decision_tree,Árbol de Decisión,0.44537815126050423,0.32919254658385094,0.6883116883116883,0.756007393715342,0.24399260628465805,0.7610977384684282,0.38867022084426217,0.01662,53,356,108,24,77,464,541,0.6883116883116883,0.23275862068965517,0.6883116883116883,0.7672413793103449,0.756007393715342,"{""No-Buggy"": {""precision"": 0.9368421052631579, ""recall"": 0.7672413793103449, ""f1-score"": 0.8436018957345972, ""support"": 464.0}, ""Buggy"": {""precision"": 0.32919254658385094, ""recall"": 0.6883116883116883, ""f1-score"": 0.44537815126050423, ""support"": 77.0}, ""accuracy"": 0.756007393715342, ""macro avg"": {""precision"": 0.6330173259235045, ""recall"": 0.7277765338110166, ""f1-score"": 0.6444900234975507, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.8503559388707241, ""recall"": 0.756007393715342, ""f1-score"": 0.7869231003103733, ""support"": 541.0}}","[[356, 108], [24, 53]]","{""criterion"": ""gini"", ""max_depth"": 5, ""min_samples_leaf"": 1, ""min_samples_split"": 10}",2025-11-28T13:30:09.052963
derby-10.5.1.1,smote,standard,svm,SVM,0.3184713375796178,0.3125,0.3246753246753247,0.8022181146025879,0.1977818853974122,0.7586766681594267,0.29054597111951913,0.094816,25,409,55,52,77,464,541,0.3246753246753247,0.11853448275862069,0.3246753246753247,0.8814655172413793,0.8022181146025879,"{""No-Buggy"": {""precision"": 0.8872017353579176, ""recall"": 0.8814655172413793, ""f1-score"": 0.8843243243243243, ""support"": 464.0}, ""Buggy"": {""precision"": 0.3125, ""recall"": 0.3246753246753247, ""f1-score"": 0.3184713375796178, ""support"": 77.0}, ""accuracy"": 0.8022181146025879, ""macro avg"": {""precision"": 0.5998508676789588, ""recall"": 0.603070420958352, ""f1-score"": 0.6013978309519711, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.8054050003809127, ""recall"": 0.8022181146025879, ""f1-score"": 0.8037870230686083, ""support"": 541.0}}","[[409, 55], [52, 25]]","{""C"": 1000, ""gamma"": 0.1, ""kernel"": ""rbf""}",2025-11-28T13:30:09.475992
derby-10.5.1.1,smote,standard,naive_bayes_gaussian,Naive Bayes Gaussiano,0.44155844155844154,0.44155844155844154,0.44155844155844154,0.8410351201478743,0.1589648798521257,0.7896327810120912,0.5030877079856175,0.001032,34,421,43,43,77,464,541,0.44155844155844154,0.09267241379310345,0.44155844155844154,0.9073275862068966,0.8410351201478743,"{""No-Buggy"": {""precision"": 0.9073275862068966, ""recall"": 0.9073275862068966, ""f1-score"": 0.9073275862068966, ""support"": 464.0}, ""Buggy"": {""precision"": 0.44155844155844154, ""recall"": 0.44155844155844154, ""f1-score"": 0.44155844155844154, ""support"": 77.0}, ""accuracy"": 0.8410351201478743, ""macro avg"": {""precision"": 0.674443013882669, ""recall"": 0.674443013882669, ""f1-score"": 0.674443013882669, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.8410351201478743, ""recall"": 0.8410351201478743, ""f1-score"": 0.8410351201478743, ""support"": 541.0}}","[[421, 43], [43, 34]]","{""var_smoothing"": 1e-09}",2025-11-28T13:30:09.756743
derby-10.5.1.1,smote,standard,decision_tree,Árbol de Decisión,0.36936936936936937,0.2827586206896552,0.5324675324675324,0.7412199630314233,0.2587800369685767,0.6541648007165248,0.4408847956174108,0.033356,41,360,104,36,77,464,541,0.5324675324675324,0.22413793103448276,0.5324675324675324,0.7758620689655172,0.7412199630314233,"{""No-Buggy"": {""precision"": 0.9090909090909091, ""recall"": 0.7758620689655172, ""f1-score"": 0.8372093023255814, ""support"": 464.0}, ""Buggy"": {""precision"": 0.2827586206896552, ""recall"": 0.5324675324675324, ""f1-score"": 0.36936936936936937, ""support"": 77.0}, ""accuracy"": 0.7412199630314233, ""macro avg"": {""precision"": 0.5959247648902821, ""recall"": 0.6541648007165248, ""f1-score"": 0.6032893358474753, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.8199456480800097, ""recall"": 0.7412199630314233, ""f1-score"": 0.7706221029953997, ""support"": 541.0}}","[[360, 104], [36, 41]]","{""criterion"": ""gini"", ""max_depth"": null, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",2025-11-28T13:30:10.074347
derby-10.5.1.1,smote,robust,svm,SVM,0.3877551020408163,0.2626728110599078,0.7402597402597403,0.66728280961183,0.33271719038817005,0.7438703537841469,0.2480533929463903,0.086129,57,304,160,20,77,464,541,0.7402597402597403,0.3448275862068966,0.7402597402597403,0.6551724137931034,0.66728280961183,"{""No-Buggy"": {""precision"": 0.9382716049382716, ""recall"": 0.6551724137931034, ""f1-score"": 0.7715736040609137, ""support"": 464.0}, ""Buggy"": {""precision"": 0.2626728110599078, ""recall"": 0.7402597402597403, ""f1-score"": 0.3877551020408163, ""support"": 77.0}, ""accuracy"": 0.66728280961183, ""macro avg"": {""precision"": 0.6004722079990896, ""recall"": 0.6977160770264219, ""f1-score"": 0.5796643530508649, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.8421142904675988, ""recall"": 0.66728280961183, ""f1-score"": 0.7169450926828221, ""support"": 541.0}}","[[304, 160], [20, 57]]","{""C"": 10, ""gamma"": 0.1, ""kernel"": ""rbf""}",2025-11-28T13:30:10.499530
derby-10.5.1.1,smote,robust,naive_bayes_gaussian,Naive Bayes Gaussiano,0.09090909090909091,0.36363636363636365,0.05194805194805195,0.8521256931608133,0.1478743068391867,0.7656459919390954,0.32281083661831195,0.000977,4,457,7,73,77,464,541,0.05194805194805195,0.015086206896551725,0.05194805194805195,0.9849137931034483,0.8521256931608133,"{""No-Buggy"": {""precision"": 0.8622641509433963, ""recall"": 0.9849137931034483, ""f1-score"": 0.9195171026156942, ""support"": 464.0}, ""Buggy"": {""precision"": 0.36363636363636365, ""recall"": 0.05194805194805195, ""f1-score"": 0.09090909090909091, ""support"": 77.0}, ""accuracy"": 0.8521256931608133, ""macro avg"": {""precision"": 0.61295025728988, ""recall"": 0.5184309225257501, ""f1-score"": 0.5052130967623926, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.7912949464653158, ""recall"": 0.8521256931608133, ""f1-score"": 0.8015821360696527, ""support"": 541.0}}","[[457, 7], [73, 4]]","{""var_smoothing"": 1e-09}",2025-11-28T13:30:10.772252
derby-10.5.1.1,smote,robust,decision_tree,Árbol de Decisión,0.41509433962264153,0.32592592592592595,0.5714285714285714,0.7707948243992606,0.22920517560073936,0.6943293775190327,0.42008697994011374,0.026529,44,373,91,33,77,464,541,0.5714285714285714,0.1961206896551724,0.5714285714285714,0.8038793103448276,0.7707948243992606,"{""No-Buggy"": {""precision"": 0.9187192118226601, ""recall"": 0.8038793103448276, ""f1-score"": 0.8574712643678161, ""support"": 464.0}, ""Buggy"": {""precision"": 0.32592592592592595, ""recall"": 0.5714285714285714, ""f1-score"": 0.41509433962264153, ""support"": 77.0}, ""accuracy"": 0.7707948243992606, ""macro avg"": {""precision"": 0.622322568874293, ""recall"": 0.6876539408866995, ""f1-score"": 0.6362828019952288, ""support"": 541.0}, ""weighted avg"": {""precision"": 0.8343475241811658, ""recall"": 0.7707948243992606, ""f1-score"": 0.7945081900510352, ""support"": 541.0}}","[[373, 91], [33, 44]]","{""criterion"": ""entropy"", ""max_depth"": 10, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",2025-11-28T13:30:11.070371
groovy-1_6_BETA_1,unbalanced,standard,svm,SVM,0.10714285714285714,0.061224489795918366,0.42857142857142855,0.3939393939393939,0.6060606060606061,0.4361400189214759,0.09251391983807791,0.014017,6,59,92,8,14,151,165,0.42857142857142855,0.609271523178808,0.42857142857142855,0.39072847682119205,0.3939393939393939,"{""No-Buggy"": {""precision"": 0.8805970149253731, ""recall"": 0.39072847682119205, ""f1-score"": 0.5412844036697247, ""support"": 151.0}, ""Buggy"": {""precision"": 0.061224489795918366, ""recall"": 0.42857142857142855, ""f1-score"": 0.10714285714285714, ""support"": 14.0}, ""accuracy"": 0.3939393939393939, ""macro avg"": {""precision"": 0.4709107523606457, ""recall"": 0.4096499526963103, ""f1-score"": 0.3242136304062909, ""support"": 165.0}, ""weighted avg"": {""precision"": 0.8110744976416618, ""recall"": 0.3939393939393939, ""f1-score"": 0.504448151237142, ""support"": 165.0}}","[[59, 92], [8, 6]]","{""C"": 100, ""gamma"": 0.001, ""kernel"": ""linear""}",2025-11-28T13:31:04.319021
groovy-1_6_BETA_1,unbalanced,standard,naive_bayes_gaussian,Naive Bayes Gaussiano,0.27586206896551724,0.26666666666666666,0.2857142857142857,0.8727272727272727,0.12727272727272726,0.6908703878902555,0.28316945145966294,0.000782,4,140,11,10,14,151,165,0.2857142857142857,0.0728476821192053,0.2857142857142857,0.9271523178807947,0.8727272727272727,"{""No-Buggy"": {""precision"": 0.9333333333333333, ""recall"": 0.9271523178807947, ""f1-score"": 0.9302325581395349, ""support"": 151.0}, ""Buggy"": {""precision"": 0.26666666666666666, ""recall"": 0.2857142857142857, ""f1-score"": 0.27586206896551724, ""support"": 14.0}, ""accuracy"": 0.8727272727272727, ""macro avg"": {""precision"": 0.6, ""recall"": 0.6064333017975402, ""f1-score"": 0.603047313552526, ""support"": 165.0}, ""weighted avg"": {""precision"": 0.8767676767676768, ""recall"": 0.8727272727272727, ""f1-score"": 0.8747102136035576, ""support"": 165.0}}","[[140, 11], [10, 4]]","{""var_smoothing"": 1e-09}",2025-11-28T13:31:04.604227
groovy-1_6_BETA_1,unbalanced,standard,decision_tree,Árbol de Decisión,0.2962962962962963,0.3076923076923077,0.2857142857142857,0.8848484848484849,0.11515151515151516,0.6130558183538315,0.32700632700632704,0.005594,4,142,9,10,14,151,165,0.2857142857142857,0.059602649006622516,0.2857142857142857,0.9403973509933775,0.8848484848484849,"{""No-Buggy"": {""precision"": 0.9342105263157895, ""recall"": 0.9403973509933775, ""f1-score"": 0.9372937293729373, ""support"": 151.0}, ""Buggy"": {""precision"": 0.3076923076923077, ""recall"": 0.2857142857142857, ""f1-score"": 0.2962962962962963, ""support"": 14.0}, ""accuracy"": 0.8848484848484849, ""macro avg"": {""precision"": 0.6209514170040487, ""recall"": 0.6130558183538316, ""f1-score"": 0.6167950128346168, ""support"": 165.0}, ""weighted avg"": {""precision"": 0.8810514047356154, ""recall"": 0.8848484848484849, ""f1-score"": 0.8829060683846163, ""support"": 165.0}}","[[142, 9], [10, 4]]","{""criterion"": ""gini"", ""max_depth"": 10, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",2025-11-28T13:31:04.883260
groovy-1_6_BETA_1,unbalanced,robust,svm,SVM,0.2857142857142857,0.42857142857142855,0.21428571428571427,0.9090909090909091,0.09090909090909091,0.804162724692526,0.366176646824243,0.01088,3,147,4,11,14,151,165,0.21428571428571427,0.026490066225165563,0.21428571428571427,0.9735099337748344,0.9090909090909091,"{""No-Buggy"": {""precision"": 0.930379746835443, ""recall"": 0.9735099337748344, ""f1-score"": 0.9514563106796117, ""support"": 151.0}, ""Buggy"": {""precision"": 0.42857142857142855, ""recall"": 0.21428571428571427, ""f1-score"": 0.2857142857142857, ""support"": 14.0}, ""accuracy"": 0.9090909090909091, ""macro avg"": {""precision"": 0.6794755877034357, ""recall"": 0.5938978240302744, ""f1-score"": 0.6185852981969486, ""support"": 165.0}, ""weighted avg"": {""precision"": 0.8878020713463751, ""recall"": 0.9090909090909091, ""f1-score"": 0.8949691085613415, ""support"": 165.0}}","[[147, 4], [11, 3]]","{""C"": 1, ""gamma"": 0.001, ""kernel"": ""linear""}",2025-11-28T13:31:05.161380
